id,title,json,genre,release_date,runtime,seasons,plot
tt0218758,The Dennis Prager Show,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Dennis Prager Show', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Dennis Prager', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0218758', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",talk-show,N/A,n/a,n/a,
tt0111935,Danny!,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Danny!', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Danny Bonaduce, Benjamin Dover', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0111935', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",talk-show,N/A,60,n/a,
tt0280346,VH1's 8-Track Flashback,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u""VH1's 8-Track Flashback"", u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.6/10'}], u'Writer': u'N/A', u'Actors': u'Luis Cardenas, David Cassidy, Tony De La Rosa, Leif Garrett', u'Type': u'series', u'imdbVotes': u'9', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Music', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0280346', u'Metascore': u'N/A', u'imdbRating': u'7.6', u'Year': u'1995\u2013'}",music,N/A,n/a,n/a,
tt6010400,Blame It on Ernie,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Blame It on Ernie', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Anthony DeFilippo, Judy Gold, George Perez, Ernie Sabella', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt6010400', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20131996'}",comedy,N/A,n/a,n/a,
tt0481455,TLC Elementary School,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'TLC Elementary School', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'A.C. Christianson, Charles Ellis, Amy Johnston, Colgate Salsbury', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0481455', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",family,N/A,30,n/a,
tt0112114,Paradise,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Paradise', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Mike Damus', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0112114', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,60,n/a,
tt6979770,Sports Gone Wild,"{u'Plot': u'Sports Gone Wild is a series of quarterly one hour specials featuring bloopers, crazy moments, and incredible plays from the world of sports.', u'Rated': u'N/A', u'Title': u'Sports Gone Wild', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Sport', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'20 min', u'imdbID': u'tt6979770', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",sport,N/A,20,n/a,"Sports Gone Wild is a series of quarterly one hour specials featuring bloopers, crazy moments, and incredible plays from the world of sports."
tt0258375,Social Psychology,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Social Psychology', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'Canada, UK, USA', u'Runtime': u'N/A', u'imdbID': u'tt0258375', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt6869790,Thoroughbred World Show,"{u'Plot': u""Welcome to Thoroughbred World Show with host Tom Durkin. In this show, we presents breed and people's lives that are involved in the racing industry, along with the history and customs of the Thoroughbred world."", u'Rated': u'N/A', u'Title': u'Thoroughbred World Show', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Tom Durkin', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'25 min', u'imdbID': u'tt6869790', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",documentary,N/A,25,n/a,"Welcome to Thoroughbred World Show with host Tom Durkin. In this show, we presents breed and people's lives that are involved in the racing industry, along with the history and customs of the Thoroughbred world."
tt0245630,The New Hoosier Millionaire,"{u'Plot': u'Six contestants from across Indiana compete to see who gets to compete for $1 million in the Millionaire Round.', u'Rated': u'N/A', u'Title': u'The New Hoosier Millionaire', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Barbara Hobbs, Jill Koenen, Tony Lamont, Catt Sadler', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Game-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0245630', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",game-show,N/A,30,n/a,Six contestants from across Indiana compete to see who gets to compete for $1 million in the Millionaire Round.
tt5987592,Active Dayton,"{u'Plot': u'Deliver the latest entertainment news and information for you to plan some fun...how cool is that?', u'Rated': u'N/A', u'Title': u'Active Dayton', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt5987592', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",news,N/A,n/a,n/a,Deliver the latest entertainment news and information for you to plan some fun...how cool is that?
tt4767730,The Show with No Name,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Show with No Name', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Charlie Sotelo, Cinco Barnes', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt4767730', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20132005'}",n/a,N/A,n/a,n/a,
tt0800279,The American Outdoorsman,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The American Outdoorsman', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.2/10'}], u'Writer': u'N/A', u'Actors': u'Jim Mueller', u'Type': u'series', u'imdbVotes': u'6', u'totalSeasons': u'17', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Sport', u'Response': u'True', u'Language': u'English, Spanish', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0800279', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Year': u'1995\u2013'}",sport,N/A,30,17,
tt0482075,Minnesota Experience,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Minnesota Experience', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Paul Cram, Gregg Holtgrewe, T. Mychael Rambo, Joel Thingvall', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0482075', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",news,N/A,30,n/a,
tt5466178,Jungle Boogie,"{u'Plot': u'One minute long episodes about the ways wild animals do things.', u'Rated': u'N/A', u'Title': u'Jungle Boogie', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'01 Jan 1996', u'Awards': u'N/A', u'Genre': u'Documentary, Comedy, Family', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'1 min', u'imdbID': u'tt5466178', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20132003'}","documentary, comedy, family",01 Jan 1996,1,n/a,One minute long episodes about the ways wild animals do things.
tt0402624,The Biz,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Biz', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Elizabeth Ashley, Gerald V. Casale, David Haffenreffer, Kathy Ireland', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News, Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0402624', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}","news, talk-show",N/A,n/a,n/a,
tt0423778,Your New House,"{u'Plot': u'A weekly, nationally syndicated home improvement television show hosted by homebuilder Michael Holigan.', u'Rated': u'N/A', u'Title': u'Your New House', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Al Carrell, Carmen Ciricillo, Steve Easley, Teresa Garrett', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0423778', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20132005'}",documentary,N/A,n/a,n/a,"A weekly, nationally syndicated home improvement television show hosted by homebuilder Michael Holigan."
tt2091492,A Taste for Travel,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'A Taste for Travel', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Burt Wolf', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt2091492', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20131997'}",talk-show,N/A,n/a,n/a,
tt0137138,On My Mind,"{u'Plot': u'N/A', u'Rated': u'PG', u'Title': u'On My Mind', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.2/10'}], u'Writer': u'N/A', u'Actors': u'Michael Scholar Jr., Kevin Robson, Ivan Smith', u'Type': u'series', u'imdbVotes': u'5', u'totalSeasons': u'1', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0137138', u'Metascore': u'N/A', u'imdbRating': u'8.2', u'Year': u'1995\u2013'}",n/a,N/A,n/a,1,
tt0121968,World of Wonder,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'World of Wonder', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Michael Dorn', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'1 nomination.', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0121968', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt0290967,KCCI News at 5,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'KCCI News at 5', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Kevin Cooney, Greg Ganske, Geoff Greenwood, Preston Daniels', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0290967', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",news,N/A,n/a,n/a,
tt0800291,Leaderboard Report,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Leaderboard Report', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'4.8/10'}], u'Writer': u'N/A', u'Actors': u'Kraig Kann, Laura Baugh, Mike Ritz, Scott Van Pelt', u'Type': u'series', u'imdbVotes': u'6', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News, Sport', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0800291', u'Metascore': u'N/A', u'imdbRating': u'4.8', u'Year': u'1995\u2013'}","news, sport",N/A,30,n/a,
tt0283190,Insomnia,"{u'Plot': u""Alternative entertainment and music program airing over sixty shows featuring guest such as Beck, Cake, Dandy Warhols, Everclear, Fishbone, Poe, John Cale, Luscious Jackson, Pond, Run DMC, Peter Buck (REM), Dishwalla, Krist Novoselic (Nirvana), Primitive Radio Gods, Built To Spill, Emergency Broadcast Network, Fun Lovin'Criminals, Ice-T and The Refreshments."", u'Rated': u'N/A', u'Title': u'Insomnia', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'7.7/10'}], u'Writer': u'N/A', u'Actors': u'Todd A. Robinson', u'Type': u'series', u'imdbVotes': u'9', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0283190', u'Metascore': u'N/A', u'imdbRating': u'7.7', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,"Alternative entertainment and music program airing over sixty shows featuring guest such as Beck, Cake, Dandy Warhols, Everclear, Fishbone, Poe, John Cale, Luscious Jackson, Pond, Run DMC, Peter Buck (REM), Dishwalla, Krist Novoselic (Nirvana), Primitive Radio Gods, Built To Spill, Emergency Broadcast Network, Fun Lovin'Criminals, Ice-T and The Refreshments."
tt0227925,Main Floor,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Main Floor', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Tara McNamara, Jill Arrington, Billy B., Nancy Stafford', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0227925', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt1707808,Israel Sunday,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Israel Sunday', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Uri Banai', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Talk-Show', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt1707808', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20131998'}",talk-show,N/A,n/a,n/a,
tt0437701,The Backpacking Experience,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Backpacking Experience', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Rick Amon, Eileen Kenney', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Adventure', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0437701', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",adventure,N/A,60,n/a,
tt1239105,NBA Fastbreak,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'NBA Fastbreak', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'6.8/10'}], u'Writer': u'N/A', u'Actors': u'Jalen Rose', u'Type': u'series', u'imdbVotes': u'8', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt1239105', u'Metascore': u'N/A', u'imdbRating': u'6.8', u'Year': u'1995\u2013'}",news,N/A,n/a,n/a,
tt1703908,The Living Room Festival,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'The Living Room Festival', u'Ratings': [], u'Writer': u'Charles Bukowski, Andy Prieboy', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'N/A', u'Country': u'N/A', u'Runtime': u'N/A', u'imdbID': u'tt1703908', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995'}",n/a,N/A,n/a,n/a,
tt0476913,Fox on Health Weekend,"{u'Plot': u'Reports on health advances and treatments, their safety and efficacy.', u'Rated': u'N/A', u'Title': u'Fox on Health Weekend', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Carol Iovanna', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'News', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'120 min', u'imdbID': u'tt0476913', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20132004'}",news,N/A,120,n/a,"Reports on health advances and treatments, their safety and efficacy."
tt1963779,Shadows,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Shadows', u'Ratings': [], u'Writer': u'Jay Fuller, Emma Tosch', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'Julie Snider', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Mystery', u'Response': u'True', u'Language': u'N/A', u'Country': u'N/A', u'Runtime': u'N/A', u'imdbID': u'tt1963779', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995'}",mystery,N/A,n/a,n/a,
tt0412183,NHL2Night,"{u'Plot': u'For 9 glorious seasons, NHL2Night provided American hockey fans with definitive scores, news, and analysis. For the tail end of its run, host John Buccigross, along with analysts Barry Melrose, Ray Ferraro, and occasionally Darren Pang offered fans witty commentary, insightful analysis, and a whole lot of fun. Fans tuned in for the information, but stayed for the obscure pop-culture references and the mullets.', u'Rated': u'N/A', u'Title': u'NHL2Night', u'Ratings': [{u'Source': u'Internet Movie Database', u'Value': u'8.5/10'}], u'Writer': u'N/A', u'Actors': u'John Buccigross, Barry Melrose, Ray Ferraro, Darren Pang', u'Type': u'series', u'imdbVotes': u'22', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Sport', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0412183', u'Metascore': u'N/A', u'imdbRating': u'8.5', u'Year': u'1995\u20132004'}",sport,N/A,n/a,n/a,"For 9 glorious seasons, NHL2Night provided American hockey fans with definitive scores, news, and analysis. For the tail end of its run, host John Buccigross, along with analysts Barry Melrose, Ray Ferraro, and occasionally Darren Pang offered fans witty commentary, insightful analysis, and a whole lot of fun. Fans tuned in for the information, but stayed for the obscure pop-culture references and the mullets."
tt0344700,Parenting Today,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Parenting Today', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Cheyenne Haynes', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'N/A', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0344700', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",n/a,N/A,n/a,n/a,
tt1931178,The Cultural Cities of China,"{u'Plot': u'Each episode explores four or more of the 62 cities designated by China as having extraordinary cultural or historical significance.', u'Rated': u'N/A', u'Title': u'The Cultural Cities of China', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt1931178', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",documentary,N/A,60,n/a,Each episode explores four or more of the 62 cities designated by China as having extraordinary cultural or historical significance.
tt0370213,Top Cat Interviews,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Top Cat Interviews', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Animation', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt0370213', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",animation,N/A,n/a,n/a,
tt0795051,Academy Live,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Academy Live', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Kraig Kann, Peter Kessler, Kelly Tilghman, Scott Van Pelt', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Sport', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'60 min', u'imdbID': u'tt0795051', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",sport,N/A,60,n/a,
tt0395400,Kitchen Design,"{u'Plot': u'For 12 seasons, both Kitchen Design and its companion series, Bed and Bath Design, toured new and remodeled kitchens and bath/bathrooms to inspire viewers to ""Do Something Beautiful for Yourself."" Host Joan Kohn interviewed homeowners, architects and designers to discover the secrets behind each successful design, so viewers could bring these ideas home on any budget.', u'Rated': u'N/A', u'Title': u'Kitchen Design', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'Joan Kohn', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Documentary', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'30 min', u'imdbID': u'tt0395400', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",documentary,N/A,30,n/a,"For 12 seasons, both Kitchen Design and its companion series, Bed and Bath Design, toured new and remodeled kitchens and bath/bathrooms to inspire viewers to ""Do Something Beautiful for Yourself."" Host Joan Kohn interviewed homeowners, architects and designers to discover the secrets behind each successful design, so viewers could bring these ideas home on any budget."
tt0423724,Rick &amp; Bubba: The TV Show,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'Rick & Bubba: The TV Show', u'Ratings': [], u'Writer': u'N/A', u'Actors': u""Rick Burgess, Bill 'Bubba' Bussey Jr."", u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Comedy', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'45 min', u'imdbID': u'tt0423724', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u20131996'}",comedy,N/A,45,n/a,
tt3998314,VH1-To-One: Sting &amp; Friends - The Rainforest Special,"{u'Plot': u'N/A', u'Rated': u'N/A', u'Title': u'VH1-To-One: Sting & Friends - The Rainforest Special', u'Ratings': [], u'Writer': u'N/A', u'Actors': u'N/A', u'Type': u'series', u'imdbVotes': u'N/A', u'totalSeasons': u'N/A', u'Poster': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Awards': u'N/A', u'Genre': u'Music', u'Response': u'True', u'Language': u'English', u'Country': u'USA', u'Runtime': u'N/A', u'imdbID': u'tt3998314', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Year': u'1995\u2013'}",music,N/A,n/a,n/a,
