,json,title_rough,check,title
1608,"{u'imdbID': u'tt0423666', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""He's a Lady""}",October 19 - He's a Lady,0.0,He's a Lady
1609,"{u'imdbID': u'tt0439086', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Motormouth'}",October 26 - Motormouth,0.0,Motormouth
1610,"{u'imdbID': u'tt0410967', u'Year': u'2004\u20132005', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Center of the Universe'}",October 27 - Center of the Universe,0.0,Center of the Universe
1611,"{u'imdbID': u'tt0386180', u'Year': u'2004\u20132008', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MDAxMDgzMV5BMl5BanBnXkFtZTcwNDQ4MjEzMQ@@._V1_SX300.jpg', u'Title': u'Drawn Together'}",October 27 - Drawn Together,0.0,Drawn Together
1612,"{u'imdbID': u'tt0439379', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Love Is in the Heir'}",November 1 - Love Is in the Heir,0.0,Love Is in the Heir
1613,"{u'imdbID': u'tt0433726', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTk2MzAzNzQzN15BMl5BanBnXkFtZTgwMjk1ODkwMzE@._V1_SX300.jpg', u'Title': u'Nanny 911'}",November 3 - Nanny 911,0.0,Nanny 911
1614,"{u'imdbID': u'tt2081014', u'Year': u'2011\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTgyNzYyMTI2NV5BMl5BanBnXkFtZTcwMDY3MjUzOA@@._V1_SX300.jpg', u'Title': u'The Ultimate Gamer'}",November 4 - The Ultimate Gamer,0.0,The Ultimate Gamer
1615,"{u'imdbID': u'tt0442634', u'Year': u'2004\u20132007', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Cartoon Alley'}",November 5 - Cartoon Alley,0.0,Cartoon Alley
1616,"{u'imdbID': u'tt0439341', u'Year': u'2004\u20132010', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjEyNTEwODA5MF5BMl5BanBnXkFtZTcwNzEwOTcyMQ@@._V1_SX300.jpg', u'Title': u'6Teen'}",November 7 - 6teen,0.0,6teen
1617,"{u'imdbID': u'tt0409570', u'Year': u'2004\u20132006', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMzA4MjEyMV5BMl5BanBnXkFtZTcwNTYzMzcyMQ@@._V1_SX300.jpg', u'Title': u'Huff'}",November 7 - Huff,0.0,Huff
1618,"{u'imdbID': u'tt0430845', u'Year': u'2004\u20132005', u'Type': u'series', u'Poster': u'N/A', u'Title': u'My Big Fat Obnoxious Boss'}",November 7 - My Big Fat Obnoxious Boss,0.0,My Big Fat Obnoxious Boss
1619,"{u'imdbID': u'tt0465849', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Perfect Hair Forever'}",November 7 - Perfect Hair Forever,0.0,Perfect Hair Forever
1620,"{u'imdbID': u'tt0412144', u'Year': u'2004\u20132005', u'Type': u'series', u'Poster': u'N/A', u'Title': u'I Hate My Job'}",November 9 - I Hate My Job,0.0,I Hate My Job
1621,,November 10 - The Club,0.0,The Club
1622,check out later,November 12 - Untold: The Greatest Sports Stories Never Told,0.0,Untold: The Greatest Sports Stories Never Told
1623,"{u'imdbID': u'tt0425720', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MDc3NDQ0OV5BMl5BanBnXkFtZTcwMjY2NjE0MQ@@._V1_SX300.jpg', u'Title': u'Tom Goes to the Mayor'}",November 14 - Tom Goes to the Mayor,0.0,Tom Goes to the Mayor
1624,"{u'imdbID': u'tt0435565', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMDVlYTFhNGYtYmEwYy00M2ViLWFkZGQtMGE4ZjdjOWViNTI0XkEyXkFqcGdeQXVyMTY5MjU3MTE@._V1_SX300.jpg', u'Title': u'Date My Mom'}",November 15 - Date My Mom,0.0,Date My Mom
1625,"{u'imdbID': u'tt1856010', u'Year': u'2013\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3ODMyMjc3MV5BMl5BanBnXkFtZTgwNDgzNDc5NzE@._V1_SX300.jpg', u'Title': u'House of Cards'}",November 16 - House,0.0,House
1626,,November 23 - My Coolest Years,0.0,My Coolest Years
1627,"{u'imdbID': u'tt0430851', u'Year': u'2004\u20132005', u'Type': u'series', u'Poster': u'N/A', u'Title': u""The Real Gilligan's Island""}",November 30 - The Real Gilligan's Island,0.0,The Real Gilligan's Island
1628,"{u'imdbID': u'tt0437741', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNDQ2NDU0Ml5BMl5BanBnXkFtZTgwMDg5MzgzNjE@._V1_SX300.jpg', u'Title': u'Project Runway'}",December 1 - Project Runway,0.0,Project Runway
1629,"{u'imdbID': u'tt0482419', u'Year': u'2005', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Poker Royale: The James Woods Gang vs. The Unabombers'}",December 7 - Poker Royale,0.0,Poker Royale
1630,"{u'imdbID': u'tt0348949', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Joe Millionaire'}",January - Joe Millionaire,0.0,Joe Millionaire
1631,"{u'imdbID': u'tt2327844', u'Year': u'2012\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjM3MzA2MDY4NF5BMl5BanBnXkFtZTgwNzczNjAxMzE@._V1_SX300.jpg', u'Title': u'Abby & Brittany'}",January 6 - Abby,0.0,Abby
1632,"{u'imdbID': u'tt0348907', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Cram'}",January 6 - Cram,0.0,Cram
1633,"{u'imdbID': u'tt0337784', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTYyNTEyMjIyNl5BMl5BanBnXkFtZTgwNzEwNzgwMzE@._V1_SX300.jpg', u'Title': u'The Surreal Life'}",January 9 - The Surreal Life,0.0,The Surreal Life
1634,"{u'imdbID': u'tt0348966', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Mister Sterling'}",January 10 - Mister Sterling,0.0,Mister Sterling
1635,"{u'imdbID': u'tt0835010', u'Year': u'2001\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Mzg4MDg4M15BMl5BanBnXkFtZTgwMDUyODkwMzE@._V1_SX300.jpg', u'Title': u""How It's Made""}",January 11 - Made,0.0,Made
1636,"{u'imdbID': u'tt0300865', u'Year': u'2003\u20132007', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjEwOTExN15BMl5BanBnXkFtZTcwNTgzOTIzMQ@@._V1_SX300.jpg', u'Title': u""That's So Raven""}",January 17 - That's So Raven,0.0,That's So Raven
1637,"{u'imdbID': u'tt0393009', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQ0OTY4NTQ4Ml5BMl5BanBnXkFtZTcwNzczMDA2Mg@@._V1_SX300.jpg', u'Title': u'What Not to Wear'}",January 18 - What Not to Wear,0.0,What Not to Wear
1638,"{u'imdbID': u'tt0401945', u'Year': u'2004\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Imx Show'}",January 20 - IMX,0.0,IMX
1639,"{u'imdbID': u'tt0353049', u'Year': u'2003\u20132006', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDAxMjU0MV5BMl5BanBnXkFtZTcwODI3NjUzMQ@@._V1._CR0,32,289,374_SY132_CR6,0,89,132_AL_.jpg_V1_SX300.jpg', u'Title': u""Chappelle's Show""}",January 22 - Chappelle's Show,0.0,Chappelle's Show
1640,check out later,January 24 - Penn & Teller: Bullshit!,0.0,Penn & Teller: Bullshit!
1641,"{u'imdbID': u'tt0320075', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzEwNjkyMjAwNl5BMl5BanBnXkFtZTcwNTgwMjgyMQ@@._V1_SX300.jpg', u'Title': u'Miracles'}",January 27 - Miracles,0.0,Miracles
1642,"{u'imdbID': u'tt0324431', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjhlZTFjYWMtYWU3ZS00NTEwLWE3YTMtODMyMGZjNzI4YTYxXkEyXkFqcGdeQXVyMjE5MjEyNjM@._V1_SX300.jpg', u'Title': u'Veritas: The Quest'}",January 27 - Veritas: The Quest,0.0,Veritas: The Quest
1643,"{u'imdbID': u'tt0352088', u'Year': u'2002\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Pet Star'}",January 31 - Pet Star,0.0,Pet Star
1644,"{u'imdbID': u'tt0324865', u'Year': u'2003', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2OTUxMjgwOV5BMl5BanBnXkFtZTcwMjA3MjUyMQ@@._V1_SX300.jpg', u'Title': u'Kingpin'}",February 2 - Kingpin,0.0,Kingpin
1645,"{u'imdbID': u'tt0312091', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'A.U.S.A.'}",February 4 - A.U.S.A.,0.0,A.U.S.A.
1646,"{u'imdbID': u'tt0417373', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQyMDE4MjcyM15BMl5BanBnXkFtZTcwMzgxODg2Mg@@._V1_SX300.jpg', u'Title': u'The Venture Bros.'}",February 16 - The Venture Bros.,0.0,The Venture Bros.
1647,"{u'imdbID': u'tt0367274', u'Year': u'2003\u20132004', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQyMzc4ODc1MF5BMl5BanBnXkFtZTcwMDI5NzYyMQ@@._V1_SX300.jpg', u'Title': u'Da Ali G Show'}",February 21 - Da Ali G Show,0.0,Da Ali G Show
1648,"{u'imdbID': u'tt0354293', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTUyMzMxNzQ4NV5BMl5BanBnXkFtZTcwMzkzNzcyMQ@@._V1_SX300.jpg', u'Title': u'Family Business'}",February 21 - Family Business,0.0,Family Business
1649,"{u'imdbID': u'tt0350448', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNTY4NzIwMl5BMl5BanBnXkFtZTgwNDIxMTQ5NjE@._V1_SX300.jpg', u'Title': u'Real Time with Bill Maher'}",February 21 - Real Time with Bill Maher,0.0,Real Time with Bill Maher
1650,"{u'imdbID': u'tt0340256', u'Year': u'2003', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTI1NjQ2ODI2MF5BMl5BanBnXkFtZTcwODE1NTQyMQ@@._V1_SX300.jpg', u'Title': u'My Big Fat Greek Life'}",February 24 - My Big Fat Greek Life,0.0,My Big Fat Greek Life
1651,"{u'imdbID': u'tt0352055', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Fraternity Life: SUNY Buffalo'}",February 26 - Fraternity Life,0.0,Fraternity Life
1652,"{u'imdbID': u'tt0380086', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Anderson Cooper 360\xb0'}",March - Anderson Cooper 360°,0.0,Anderson Cooper 360°
1653,"{u'imdbID': u'tt0367336', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Hey Monie!'}",March 4 - Hey Monie!,0.0,Hey Monie!
1654,"{u'imdbID': u'tt0358829', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""Gerhard Reinke's Wanderlust""}",March 8 - Gerhard Reinke's Wanderlust,0.0,Gerhard Reinke's Wanderlust
1655,"{u'imdbID': u'tt0322660', u'Year': u'2003\u20132004', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Oliver Beene'}",March 9 - Oliver Beene,0.0,Oliver Beene
1656,"{u'imdbID': u'tt0361227', u'Year': u'2003\u20132015', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTk4NjgyNjQ1MF5BMl5BanBnXkFtZTcwMjU3NjQyMQ@@._V1_SX300.jpg', u'Title': u""Punk'd""}",March 17 - Punk'd,0.0,Punk'd
1657,"{u'imdbID': u'tt4181892', u'Year': u'2014\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOTFjMDcxMGYtNzRmNC00NTI1LWJhMDEtOGYxMWJhOTVlYWY2XkEyXkFqcGdeQXVyNjU2Mjc0MDM@._V1_SX300.jpg', u'Title': u'On the Spot'}",March 20 - On the Spot,0.0,On the Spot
1658,"{u'imdbID': u'tt0353113', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNDQwN2M2ZjQtZDBhNy00MjBlLWFhMmYtNWZmYTgzZWUzZTU0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'Wanda at Large'}",March 26 - Wanda at Large,0.0,Wanda at Large
1659,check out later,March 28 - America's Most Talented Kid,0.0,America's Most Talented Kid
1660,"{u'imdbID': u'tt0356233', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Black Sash'}",March 30 - Black Sash,0.0,Black Sash
1661,"{u'imdbID': u'tt0338647', u'Year': u'2003', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BZjZjOGE4NDUtMDVjYy00MWYyLTlkMTktNzYzY2I2NGYwNzMzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'The Pitts'}",March 30 - The Pitts,0.0,The Pitts
1662,"{u'imdbID': u'tt0358896', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTcxNTY5NTQzNV5BMl5BanBnXkFtZTcwNDU5NTAzMQ@@._V1_SX300.jpg', u'Title': u'What Should You Do?'}",April 1 - What Should You Do?,0.0,What Should You Do?
1663,"{u'imdbID': u'tt0455295', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNTkyNDc2MTQ4NV5BMl5BanBnXkFtZTcwMDgzODQzMQ@@._V1_SX300.jpg', u'Title': u'Zatch Bell!'}",April 6 - Zatch Bell!,0.0,Zatch Bell!
1664,"{u'imdbID': u'tt0460619', u'Year': u'2006\u20132007', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNTU4OTM4MV5BMl5BanBnXkFtZTcwNzY2MTQ0MQ@@._V1_SX300.jpg', u'Title': u'Lucky Louie'}",April 8 - Lucky,0.0,Lucky
1665,"{u'imdbID': u'tt0318443', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Lost at Home'}",April 9 - Lost at Home,0.0,Lost at Home
1666,"{u'imdbID': u'tt0387714', u'Year': u'2003\u20132008', u'Type': u'series', u'Poster': u'N/A', u'Title': u'All Grown Up!'}",April 12 - All Grown Up!,0.0,All Grown Up!
1667,"{u'imdbID': u'tt0364806', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTI3Nzg3NzgwN15BMl5BanBnXkFtZTcwMTg0ODQ1Mg@@._V1_SX300.jpg', u'Title': u'Extreme Engineering'}",April 13 - Extreme Engineering,0.0,Extreme Engineering
1668,"{u'imdbID': u'tt1778985', u'Year': u'2011\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjM5NzY2ODMwNl5BMl5BanBnXkFtZTgwMzE0NzcwMzE@._V1_SX300.jpg', u'Title': u'Platinum Hit'}",April 14 - Platinum,0.0,Platinum
1669,"{u'imdbID': u'tt0356281', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Mr. Personality'}",April 21 - Mr. Personality,0.0,Mr. Personality
1670,"{u'imdbID': u'tt0362383', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTMzMDYzNV5BMl5BanBnXkFtZTcwNzk2MDAwMQ@@._V1_SX300.jpg', u'Title': u'Wired for Sex'}",April 30 - Wired For Sex,0.0,Wired For Sex
1671,"{u'imdbID': u'tt0426682', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNjNkMzgyNmYtNTRlZC00NzhiLWI3MzQtZWNjNTdjNjk3ZGUxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Title': u'The Fabulous Life of'}",May 1 - The Fabulous Life of...,0.0,The Fabulous Life of...
1672,check out later,May 6 - Jim Rome Is Burning,0.0,Jim Rome Is Burning
1673,"{u'imdbID': u'tt0955208', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Subterranean'}",May 9 - Subterranean,0.0,Subterranean
1674,"{u'imdbID': u'tt0366102', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Surf Girls'}",May 12 - Surf Girls,0.0,Surf Girls
1675,"{u'imdbID': u'tt0360314', u'Year': u'2003\u20132004', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTU0NzU3OTM5OV5BMl5BanBnXkFtZTcwNDk2MDAwMQ@@._V1_SX300.jpg', u'Title': u'Unscrewed with Martin Sargent'}",May 16 - Unscrewed with Martin Sargent,0.0,Unscrewed with Martin Sargent
1676,"{u'imdbID': u'tt0368550', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Trading Spaces: Boys vs. Girls'}",May 17 - Trading Spaces: Boys vs. Girls,0.0,Trading Spaces: Boys vs. Girls
1677,"{u'imdbID': u'tt1758772', u'Year': u'2011\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTMxOTg1NTIxMF5BMl5BanBnXkFtZTcwNjkwOTM4NQ@@._V1_SX300.jpg', u'Title': u'Switched at Birth'}",May 26 - Switched!,0.0,Switched!
1678,"{u'imdbID': u'tt0318929', u'Year': u'2003\u20132005', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Totally Outrageous Behavior'}",May 29 - Totally Outrageous Behavior,0.0,Totally Outrageous Behavior
1679,"{u'imdbID': u'tt0364829', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNzg1ODAyMzgyM15BMl5BanBnXkFtZTcwNDUxNjM1MQ@@._V1_SX300.jpg', u'Title': u'Last Comic Standing'}",June 1 - Last Comic Standing,0.0,Last Comic Standing
1680,"{u'imdbID': u'tt0364842', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNGJhOTFkOWEtOGI0Mi00YTg0LThiM2ItYjBiZDFjMDNiYjhlXkEyXkFqcGdeQXVyNjg2Nzg0Mjg@._V1_SX300.jpg', u'Title': u'Monster House'}",June 1 - Monster House,0.0,Monster House
1681,"{u'imdbID': u'tt0329476', u'Year': u'2003', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMzEwODMyNzM5MV5BMl5BanBnXkFtZTcwNzkyMDAwMQ@@._V1_SX300.jpg', u'Title': u'Out of Order'}",June 1 - Out of Order,0.0,Out of Order
1682,"{u'imdbID': u'tt0367278', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'American Juniors'}",June 3 - American Juniors,0.0,American Juniors
1683,"{u'imdbID': u'tt0403738', u'Year': u'2003\u20132004', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZDIyZDY4Y2ItYWQ0OS00NTRjLWI2NzAtMGY4MDBhYWU1ZWYxXkEyXkFqcGdeQXVyNjU4OTk5MzQ@._V1_SX300.jpg', u'Title': u'Celebrities Uncensored'}",June 4 - Celebrities Uncensored,0.0,Celebrities Uncensored
1684,"{u'imdbID': u'tt0374440', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NTAzMDY4Nl5BMl5BanBnXkFtZTYwMjM1ODg2._V1_SX300.jpg', u'Title': u'Paradise Hotel'}",June 18 - Paradise Hotel,0.0,Paradise Hotel
1685,check out later,June 15 - National Lampoon's Funny Money,0.0,National Lampoon's Funny Money
1686,"{u'imdbID': u'tt0358332', u'Year': u'2003\u20132007', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzODc2NjM0Ml5BMl5BanBnXkFtZTcwNDQ5MDAzMQ@@._V1_SX300.jpg', u'Title': u'Queer Eye'}",June 15 - Queer Eye,0.0,Queer Eye
1687,"{u'imdbID': u'tt0369121', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u""I'm with Busey""}",June 17 - I'm with Busey,0.0,I'm with Busey
1688,"{u'imdbID': u'tt0372062', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQ2NDg5NDA3N15BMl5BanBnXkFtZTgwNjE2NzgwMzE@._V1_SX300.jpg', u'Title': u'Gary the Rat'}",June 26 - Gary the Rat,0.0,Gary the Rat
1689,check out later,"June 26 - Ren & Stimpy ""Adult Party Cartoon""",0.0,"Ren & Stimpy ""Adult Party Cartoon"""
1690,"{u'imdbID': u'tt0369171', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3OTExNTAwOF5BMl5BanBnXkFtZTcwMDIwMDgyMQ@@._V1_SX300.jpg', u'Title': u'Stripperella'}",June 26 - Stripperella,0.0,Stripperella
1691,"{u'imdbID': u'tt0348913', u'Year': u'2003\u20132004', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTM0NTIzN15BMl5BanBnXkFtZTcwOTQ4MTAwMQ@@._V1_SX300.jpg', u'Title': u'Dead Like Me'}",June 27 - Dead Like Me,0.0,Dead Like Me
1692,"{u'imdbID': u'tt0419322', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZWNhN2NlMDgtYjFjOC00ZWYwLTgxZjctNzM4MmM1YWMwOWNlXkEyXkFqcGdeQXVyNTI1Nzk2MTQ@._V1_SX300.jpg', u'Title': u'Evil Con Carne'}",July 11 - Evil Con Carne,0.0,Evil Con Carne
1693,"{u'imdbID': u'tt0112175', u'Year': u'1994\u20131998', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOTkzMzc1MF5BMl5BanBnXkFtZTcwNDQzMTUxMQ@@._V1._CR30,1,274,417_SX89_AL_.jpg_V1_SX300.jpg', u'Title': u'Spider-Man'}",July 11 - Spider-Man: The New Animated Series,0.0,Spider
1694,"{u'imdbID': u'tt0343314', u'Year': u'2003\u20132007', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MTI1NjA1Nl5BMl5BanBnXkFtZTcwMzc5ODAwMw@@._V1_SX300.jpg', u'Title': u'Teen Titans'}",July 19 - Teen Titans,0.0,Teen Titans
1695,"{u'imdbID': u'tt0372711', u'Year': u'2003\u20132004', u'Type': u'series', u'Poster': u'N/A', u'Title': u'The Restaurant'}",July 20 - The Restaurant,0.0,The Restaurant
1696,"{u'imdbID': u'tt0361217', u'Year': u'2003\u20132010', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNDA1NzkyOV5BMl5BanBnXkFtZTcwNjg4ODY3Mw@@._V1_SX300.jpg', u'Title': u'Nip/Tuck'}",July 22 - Nip/Tuck,0.0,Nip/Tuck
1697,"{u'imdbID': u'tt0370194', u'Year': u'2003\u20132009', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTc3ODk2MF5BMl5BanBnXkFtZTcwOTIyMzYyMQ@@._V1_SX300.jpg', u'Title': u'Reno 911!'}",July 23 - Reno 911!,0.0,Reno 911!
1698,"{u'imdbID': u'tt0105958', u'Year': u'1993\u20132000', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTkyMjAyNzAxNl5BMl5BanBnXkFtZTcwNjk1MDk5NA@@._V1_SX300.jpg', u'Title': u'Boy Meets World'}",July 29 - Boy Meets Boy,0.0,Boy Meets Boy
1699,"{u'imdbID': u'tt0353867', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BODI5NzE1NTg0OF5BMl5BanBnXkFtZTgwNjExODgzMjE@._V1_SX300.jpg', u'Title': u'Peacemakers'}",July 30 - Peacemakers,0.0,Peacemakers
1700,"{u'imdbID': u'tt0318233', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTUxNTI5MzEyMl5BMl5BanBnXkFtZTYwOTA0NDU3._V1_SX300.jpg', u'Title': u'My Life as a Teenage Robot'}",August 1 - My Life as a Teenage Robot,0.0,My Life as a Teenage Robot
1701,"{u'imdbID': u'tt0758722', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Simply Ming'}",August 1 - Simply Ming,0.0,Simply Ming
1702,"{u'imdbID': u'tt0371495', u'Year': u'2003\u20132005', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Wild Card'}",August 1 - Wild Card,0.0,Wild Card
1703,"{u'imdbID': u'tt0362359', u'Year': u'2003\u20132007', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxOGRiNzYtNDBlMy00Y2I5LWFiOGItNTA1OTEyODc0NWZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg', u'Title': u'The O.C.'}",August 5 - The O.C.,0.0,The O.C.
1704,"{u'imdbID': u'tt0384735', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Girls v. Boys'}",August 8 - Girls v. Boys,0.0,Girls v. Boys
1705,check out later,August 19 - Newlyweds: Nick and Jessica,0.0,Newlyweds: Nick and Jessica
1706,"{u'imdbID': u'tt0407461', u'Year': u'2003\u20132005', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTI5OTc4OTIxOV5BMl5BanBnXkFtZTcwODMyODQzMw@@._V1_SX300.jpg', u'Title': u'Wild West Tech'}",August 19 - Wild West Tech,0.0,Wild West Tech
1707,"{u'imdbID': u'tt0445867', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BODA1MjM3MzQwN15BMl5BanBnXkFtZTgwMjI3NzU0NDE@._V1_SX300.jpg', u'Title': u'Bikini Destinations'}",August 25 - Bikini Destinations,0.0,Bikini Destinations
1708,"{u'imdbID': u'tt0400993', u'Year': u'2003\u2013', u'Type': u'series', u'Poster': u'N/A', u'Title': u'Cowboy U'}",August 29 - Cowboy U,0.0,Cowboy U
