,json,title_rough,check,title,imdb_id,big_json,seasons,cancelled,runtime,genres,parental_rating,imdb_rating,release_date,plot,year,type,votes,metascore,keywords,first_year,is_new
1843,"{u'imdbID': u'tt0247110', u'Title': u'Madigan Men', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–'}",October 6 - Madigan Men,1,Madigan Men,tt0247110,"{u'totalSeasons': u'1', u'Plot': u'Irishman Benjamin Madigan is a successful New York architect, recently divorced, who tries to get back into the dating scene with help from teenage son Luke. Seamus, Ben's widower father, also moves in with the Madigan men, and much hilarity ensues.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Madigan Men', u'Country': u'USA', u'Writer': u'Cindy Chupack', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Director': u'N/A', u'Released': u'06 Oct 2000', u'Actors': u'Gabriel Byrne, Roy Dotrice, John Hensley, Grant Shaud', u'Year': u'2000–', u'Genre': u'Comedy', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'68', u'imdbID': u'tt0247110'}",1,1,30 min,Comedy,,7.3,06 Oct 2000,"Irishman Benjamin Madigan is a successful New York architect, recently divorced, who tries to get back into the dating scene with help from teenage son Luke. Seamus, Ben's widower father, also moves in with the Madigan men, and much hilarity ensues.",2000–,series,68,,"[irish american, irish]",2000,0
1844,"{u'imdbID': u'tt0247122', u'Title': u'The Trouble with Normal', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjFjNGEyOGQtZjYxZC00NDE1LTlmNmItNjlmNDllZmEzZWNlXkEyXkFqcGdeQXVyNDI3NzkzMjQ@._V1_SX300.jpg', u'Year': u'2000–2001'}",October 6 - The Trouble With Normal,1,The Trouble With Normal,tt0247122,"{u'totalSeasons': u'1', u'Plot': u'The misadventures of four paranoid young men whose fear of urban conspiracy leads them to seek counseling in a therapy group run by therapist Claire Garletti.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'The Trouble with Normal', u'Country': u'USA', u'Writer': u'Victor Fresco', u'Metascore': u'N/A', u'imdbRating': u'7.0', u'Director': u'N/A', u'Released': u'06 Oct 2000', u'Actors': u'Paget Brewster, Larry Joe Campbell, Jon Cryer, David Krumholtz', u'Year': u'2000–2001', u'Genre': u'Comedy', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMjFjNGEyOGQtZjYxZC00NDE1LTlmNmItNjlmNDllZmEzZWNlXkEyXkFqcGdeQXVyNDI3NzkzMjQ@._V1_SX300.jpg', u'imdbVotes': u'73', u'imdbID': u'tt0247122'}",1,1,30 min,Comedy,,7.0,06 Oct 2000,The misadventures of four paranoid young men whose fear of urban conspiracy leads them to seek counseling in a therapy group run by therapist Claire Garletti.,2000–2001,series,73,,[],2000,0
1845,"{u'imdbID': u'tt0247087', u'Title': u'The District', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTI2ODA1NzAzNF5BMl5BanBnXkFtZTcwNTM3NjE1MQ@@._V1_SX300.jpg', u'Year': u'2000–2004'}",October 7 - The District,1,The District,tt0247087,"{u'totalSeasons': u'4', u'Plot': u'Despite having over 30 law enforcement agencies, Washington DC still has the highest crime rate in the US. With politics and indifference being a large factor in this, the city hires Newark...', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'The District', u'Country': u'USA', u'Writer': u'Terry George, Jack Maple', u'Metascore': u'N/A', u'imdbRating': u'7.1', u'Director': u'N/A', u'Released': u'07 Oct 2000', u'Actors': u'Craig T. Nelson, Roger Aaron Brown, Sean Patrick Thomas, Elizabeth Marvel', u'Year': u'2000–2004', u'Genre': u'Comedy, Crime, Drama', u'Awards': u'Nominated for 1 Primetime Emmy. Another 13 nominations.', u'Runtime': u'44 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTI2ODA1NzAzNF5BMl5BanBnXkFtZTcwNTM3NjE1MQ@@._V1_SX300.jpg', u'imdbVotes': u'1,040', u'imdbID': u'tt0247087'}",4,0,44 min,"Comedy, Crime, Drama",,7.1,07 Oct 2000,"Despite having over 30 law enforcement agencies, Washington DC still has the highest crime rate in the US. With politics and indifference being a large factor in this, the city hires Newark...",2000–2004,series,"1,040",,"[washington d.c., police, policewoman, woman in uniform, shoes, redhead, police station, interracial friendship, chief of police, based on fact, black cop]",2000,0
1846,"{u'imdbID': u'tt0306357', u'Title': u'Maximum Exposure', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–2002'}",October 7 - Maximum Exposure,1,Maximum Exposure,tt0306357,"{u'totalSeasons': u'N/A', u'Plot': u'""Maximum Exposure"" is a reality-based show airing funny home video clips. What makes ""Max-X"" unique is its surfer-voiced narrator and weekly themed episodes.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English, Portuguese, Russian, Min Nan', u'Title': u'Maximum Exposure', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.7', u'Director': u'N/A', u'Released': u'07 Oct 2000', u'Actors': u'Michael Griffin', u'Year': u'2000–2002', u'Genre': u'Crime, Reality-TV', u'Awards': u'N/A', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'177', u'imdbID': u'tt0306357'}",0,0,60 min,"Crime, Reality-TV",,7.7,07 Oct 2000,"""Maximum Exposure"" is a reality-based show airing funny home video clips. What makes ""Max-X"" unique is its surfer-voiced narrator and weekly themed episodes.",2000–2002,series,177,,"[video surveillance, video footage, video clip, home video footage, dash cam, police, organized crime, extreme sports, non fiction]",2000,0
1847,"{u'imdbID': u'tt0235938', u'Title': u'Noah Knows Best', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–'}",October 7 - Noah Knows Best,1,Noah Knows Best,tt0235938,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Noah Knows Best', u'Country': u'USA', u'Writer': u'Ken Lipman', u'Metascore': u'N/A', u'imdbRating': u'8.0', u'Director': u'N/A', u'Released': u'07 Oct 2000', u'Actors': u'Phillip Van Dyke, Rachel Roth, Willie Green, Richard Kline', u'Year': u'2000–', u'Genre': u'Comedy', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'35', u'imdbID': u'tt0235938'}",1,1,,Comedy,,8.0,07 Oct 2000,,2000–,series,35,,[family relationships],2000,0
1848,"{u'imdbID': u'tt0184111', u'Title': u'Ed, Edd, 'n' Eddy', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MzYwMjk0NV5BMl5BanBnXkFtZTgwMDQ4NDgwMzE@._V1_SX300.jpg', u'Year': u'1999–2009'}",October 8 - Ed,1,Ed,tt0184111,"{u'totalSeasons': u'6', u'Plot': u'The show revolves around life on a cul-de-sac, focusing on three friends who have nearly identical names: Ed, Edd, and Eddy. Ed is the strongest of the three and the least intelligent, Edd is the smartest and the most socially accepted among others in the cul-de-sac, and Eddy is the de-facto leader of the group and is the meanest of the group. Throughout the show, the trio create numerous scams in order to make money to earn jawbreakers. They also have to deal with numerous misadventures, such as being ostracized from other kids in the cul-de-sac, as well as avoiding the Kanker sisters, who live in a nearby trailer and whom the Eds and the cul-de-sac as a whole despise.', u'Rated': u'TV-Y7', u'Response': u'True', u'Language': u'English', u'Title': u'Ed, Edd, 'n' Eddy', u'Country': u'Canada, USA', u'Writer': u'Danny Antonucci', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Director': u'N/A', u'Released': u'04 Jan 1999', u'Actors': u'Matt Hill, Sam Vincent, Tony Sampson, Tommy Karlsen', u'Year': u'1999–2009', u'Genre': u'Animation, Comedy, Family', u'Awards': u'1 win & 6 nominations.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MzYwMjk0NV5BMl5BanBnXkFtZTgwMDQ4NDgwMzE@._V1_SX300.jpg', u'imdbVotes': u'20,932', u'imdbID': u'tt0184111'}",6,0,30 min,"Animation, Comedy, Family",TV-Y7,7.4,04 Jan 1999,"The show revolves around life on a cul-de-sac, focusing on three friends who have nearly identical names: Ed, Edd, and Eddy. Ed is the strongest of the three and the least intelligent, Edd is the smartest and the most socially accepted among others in the cul-de-sac, and Eddy is the de-facto leader of the group and is the meanest of the group. Throughout the show, the trio create numerous scams in order to make money to earn jawbreakers. They also have to deal with numerous misadventures, such as being ostracized from other kids in the cul-de-sac, as well as avoiding the Kanker sisters, who live in a nearby trailer and whom the Eds and the cul-de-sac as a whole despise.",1999–2009,series,"20,932",,"[cul de sac, friend, trio, scam, kid, squiggle vision, repetition in title, screw up, madness, brat, children, prank, house, slapstick comedy, imagination, surrealism, brother sister relationship, trailer park, stupidity, intelligence, greed, people with same name, piece of wood, neighborhood, foreign exchange student, character name in title]",1999,0
1849,"{u'imdbID': u'tt0240596', u'Title': u'Hype', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–'}",October 8 - Hype,1,Hype,tt0240596,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Hype', u'Country': u'USA', u'Writer': u'Scott King, Lanier Laney, Terry Sweeney', u'Metascore': u'N/A', u'imdbRating': u'5.2', u'Director': u'N/A', u'Released': u'08 Oct 2000', u'Actors': u'Jennifer Elise Cox, Nadya Ginsburg, Stephen R. Kramer, Michael Roof', u'Year': u'2000–', u'Genre': u'Comedy', u'Awards': u'1 nomination.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'22', u'imdbID': u'tt0240596'}",1,1,30 min,Comedy,,5.2,08 Oct 2000,,2000–,series,22,,[sketch comedy],2000,0
1850,"{u'imdbID': u'tt0247121', u'Title': u'Nikki', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTMyODA3OTY4OF5BMl5BanBnXkFtZTYwNTg1ODc5._V1_SX300.jpg', u'Year': u'2000–2002'}",October 8 - Nikki,1,Nikki,tt0247121,"{u'totalSeasons': u'2', u'Plot': u'Nikki and Dwight follow their dreams, while Dwight's mother disapproves of Nikki and their lifestyle.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Nikki', u'Country': u'USA', u'Writer': u'Bruce Helford', u'Metascore': u'N/A', u'imdbRating': u'5.7', u'Director': u'N/A', u'Released': u'08 Oct 2000', u'Actors': u'Nikki Cox, Nick von Esmarch, Toby Huss, Susan Egan', u'Year': u'2000–2002', u'Genre': u'Comedy', u'Awards': u'1 nomination.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTMyODA3OTY4OF5BMl5BanBnXkFtZTYwNTg1ODc5._V1_SX300.jpg', u'imdbVotes': u'537', u'imdbID': u'tt0247121'}",2,0,30 min,Comedy,,5.7,08 Oct 2000,"Nikki and Dwight follow their dreams, while Dwight's mother disapproves of Nikki and their lifestyle.",2000–2002,series,537,,[],2000,0
1851,"{u'imdbID': u'tt0247098', u'Title': u'The Geena Davis Show', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–2001'}",October 10 - The Geena Davis Show,1,The Geena Davis Show,tt0247098,"{u'totalSeasons': u'1', u'Plot': u'N/A', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'The Geena Davis Show', u'Country': u'USA', u'Writer': u'Terri Minsky', u'Metascore': u'N/A', u'imdbRating': u'5.7', u'Director': u'N/A', u'Released': u'10 Oct 2000', u'Actors': u'Geena Davis, Peter Horton, Mimi Rogers, Kim Coles', u'Year': u'2000–2001', u'Genre': u'Comedy', u'Awards': u'2 nominations.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'205', u'imdbID': u'tt0247098'}",1,1,30 min,Comedy,,5.7,10 Oct 2000,,2000–2001,series,205,,[character name in title],2000,0
1852,"{u'imdbID': u'tt0247101', u'Title': u'Gideon's Crossing', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–2001'}",October 10 - Gideon's Crossing,1,Gideon's Crossing,tt0247101,"{u'totalSeasons': u'1', u'Plot': u'Ben Gideon is a doctor of great skill, he also has a great bedside manner. He heads the experimental oncology ward at a fictional teaching hospital in New England. Based on the work of Dr. ...', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Gideon's Crossing', u'Country': u'USA', u'Writer': u'Paul Attanasio', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Director': u'N/A', u'Released': u'10 Oct 2000', u'Actors': u'Andre Braugher, Rubén Blades, Rhona Mitra, Hamish Linklater', u'Year': u'2000–2001', u'Genre': u'Drama', u'Awards': u'Nominated for 1 Golden Globe. Another 2 wins & 7 nominations.', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'113', u'imdbID': u'tt0247101'}",1,1,60 min,Drama,,7.8,10 Oct 2000,"Ben Gideon is a doctor of great skill, he also has a great bedside manner. He heads the experimental oncology ward at a fictional teaching hospital in New England. Based on the work of Dr. ...",2000–2001,series,113,,"[doctor, hospital, african american]",2000,0
1853,"{u'imdbID': u'tt0413585', u'Title': u'A Makeover Story', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–'}",October 11 - A Makeover Story,1,A Makeover Story,tt0413585,"{u'totalSeasons': u'4', u'Plot': u'""Breakthrough"" series about the hottest fashions and the coolest friendships.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'A Makeover Story', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'N/A', u'Director': u'N/A', u'Released': u'N/A', u'Actors': u'Alison Freer', u'Year': u'2000–', u'Genre': u'N/A', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'N/A', u'imdbID': u'tt0413585'}",4,0,30 min,,,,,"""Breakthrough"" series about the hottest fashions and the coolest friendships.",2000–,series,,,[],2000,0
1854,"{u'imdbID': u'tt0247079', u'Title': u'Bette', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOTRhN2E2NDktM2Q0YS00NDFjLThlZDYtMGY1M2UwYjUzMTA0XkEyXkFqcGdeQXVyMTI2OTM0NzQ@._V1_SX300.jpg', u'Year': u'2000–2001'}",October 11 - Bette,1,Bette,tt0247079,"{u'totalSeasons': u'1', u'Plot': u'Bette is a wildly successful singer with numerous hits, adoring fans, and showbiz friends who often drop by. Keeping her grounded is her professor husband Roy, best friend Connie and her thirteen year old daughter Rose.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Bette', u'Country': u'USA', u'Writer': u'Jeffrey Lane', u'Metascore': u'N/A', u'imdbRating': u'6.7', u'Director': u'N/A', u'Released': u'11 Oct 2000', u'Actors': u'Bette Midler, James Dreyfus, Joanna Gleason, Marina Malota', u'Year': u'2000–2001', u'Genre': u'Comedy', u'Awards': u'Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BOTRhN2E2NDktM2Q0YS00NDFjLThlZDYtMGY1M2UwYjUzMTA0XkEyXkFqcGdeQXVyMTI2OTM0NzQ@._V1_SX300.jpg', u'imdbVotes': u'538', u'imdbID': u'tt0247079'}",1,1,30 min,Comedy,,6.7,11 Oct 2000,"Bette is a wildly successful singer with numerous hits, adoring fans, and showbiz friends who often drop by. Keeping her grounded is her professor husband Roy, best friend Connie and her thirteen year old daughter Rose.",2000–2001,series,538,,"[sitcom, character name in title]",2000,0
1855,"{u'imdbID': u'tt0247142', u'Title': u'Welcome to New York', u'Type': u'series', u'Poster': u'N/A', u'Year': u'2000–2001'}",October 11 - Welcome to New York,1,Welcome to New York,tt0247142,"{u'totalSeasons': u'1', u'Plot': u'Jim Gaffigan is a popular Indiana weatherman, becoming a fish out of water when he becomes a meterologist on a NYC network morning show. Producer Marsha Bickner thinks she can duplicate Jim's success but then tries to change him.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Welcome to New York', u'Country': u'USA', u'Writer': u'Barbara Wallace, Thomas R. Wolfe', u'Metascore': u'N/A', u'imdbRating': u'7.8', u'Director': u'N/A', u'Released': u'11 Oct 2000', u'Actors': u'Rocky Carroll, Anthony DeSando, Mary Birdsong, Christine Baranski', u'Year': u'2000–2001', u'Genre': u'Comedy', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'N/A', u'imdbVotes': u'34', u'imdbID': u'tt0247142'}",1,1,30 min,Comedy,,7.8,11 Oct 2000,"Jim Gaffigan is a popular Indiana weatherman, becoming a fish out of water when he becomes a meterologist on a NYC network morning show. Producer Marsha Bickner thinks she can duplicate Jim's success but then tries to change him.",2000–2001,series,34,,[],2000,0
1856,"{u'imdbID': u'tt0260602', u'Title': u'Buzz Lightyear of Star Command', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMjc3NDY5OV5BMl5BanBnXkFtZTcwNTc2NjMyMQ@@._V1_SX300.jpg', u'Year': u'2000–2001'}",October 14 - Buzz Lightyear of Star Command,1,Buzz Lightyear of Star Command,tt0260602,"{u'totalSeasons': u'2', u'Plot': u'The further adventures of Buzz Lightyear as a Space Ranger of Star Command and his comrades.', u'Rated': u'TV-Y7', u'Response': u'True', u'Language': u'English', u'Title': u'Buzz Lightyear of Star Command', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'6.7', u'Director': u'N/A', u'Released': u'02 Oct 2000', u'Actors': u'Patrick Warburton, Stephen Furst, Nicole Sullivan, Larry Miller', u'Year': u'2000–2001', u'Genre': u'Animation, Action, Adventure', u'Awards': u'1 win & 3 nominations.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMjc3NDY5OV5BMl5BanBnXkFtZTcwNTc2NjMyMQ@@._V1_SX300.jpg', u'imdbVotes': u'1,793', u'imdbID': u'tt0260602'}",2,0,30 min,"Animation, Action, Adventure",TV-Y7,6.7,02 Oct 2000,The further adventures of Buzz Lightyear as a Space Ranger of Star Command and his comrades.,2000–2001,series,"1,793",,"[buzz lightyear, henchman, space, commander, partner, superheroine, heroine, explosion, galactic war, flying kick, flying, returning character with different actor, robot army, super villain, superhero, female warrior, fictional planet, space war, fictional war, karate kick, karate, karate chop, martial arts, mild violence, violence, cartoon violence, shot with a laser gun, cult tv, good versus evil, laser cannon, laser gun, alien, comic hero, comic sidekick, robot, tough girl, tough guy, action hero, surrealism, villain, hero, based on film, character name in title]",2000,0
1857,"{u'imdbID': u'tt0264235', u'Title': u'Curb Your Enthusiasm', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMjk4MDQ0MF5BMl5BanBnXkFtZTcwNTM3MTU4Mg@@._V1_SX300.jpg', u'Year': u'2000–'}",October 15 - Curb Your Enthusiasm,1,Curb Your Enthusiasm,tt0264235,"{u'totalSeasons': u'9', u'Plot': u'The life and times of Larry David and the predicaments he gets himself in with his friends and complete strangers.', u'Rated': u'TV-MA', u'Response': u'True', u'Language': u'English', u'Title': u'Curb Your Enthusiasm', u'Country': u'USA', u'Writer': u'Larry David', u'Metascore': u'N/A', u'imdbRating': u'8.7', u'Director': u'N/A', u'Released': u'15 Oct 2000', u'Actors': u'Larry David, Jeff Garlin, Cheryl Hines, Susie Essman', u'Year': u'2000–', u'Genre': u'Comedy', u'Awards': u'Won 1 Golden Globe. Another 19 wins & 111 nominations.', u'Runtime': u'28 min', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMjk4MDQ0MF5BMl5BanBnXkFtZTcwNTM3MTU4Mg@@._V1_SX300.jpg', u'imdbVotes': u'67,797', u'imdbID': u'tt0264235'}",9,0,28 min,Comedy,TV-MA,8.7,15 Oct 2000,The life and times of Larry David and the predicaments he gets himself in with his friends and complete strangers.,2000–,series,"67,797",,"[actor playing himself, conversation, misperception, misconception, misunderstanding, husband wife relationship, mishap, celebrity, unlucky, bad luck, misfortune, discussion, mockumentary, man with glasses, improvisation, actor shares first name with character, black comedy, misadventure, talking to the camera, looking at the camera, sexual humor, imperative in title, mock documentary, cult tv, handheld camera, vulgarity, sitcom]",2000,0
1858,"{u'imdbID': u'tt0247081', u'Title': u'Boston Public', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTIxNzg1MTk4NF5BMl5BanBnXkFtZTcwNDkyNzM2MQ@@._V1_SX300.jpg', u'Year': u'2000–2004'}",October 23 - Boston Public,1,Boston Public,tt0247081,"{u'totalSeasons': u'4', u'Plot': u'The lives of 10 faculty members at a high school in Boston, Mass. weave in and out of dealing with trouble-makers, having a personal life, and keeping sanity.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'Boston Public', u'Country': u'USA', u'Writer': u'David E. Kelley', u'Metascore': u'N/A', u'imdbRating': u'7.3', u'Director': u'N/A', u'Released': u'23 Oct 2000', u'Actors': u'Chi McBride, Anthony Heald, Loretta Devine, Sharon Leal', u'Year': u'2000–2004', u'Genre': u'Comedy, Drama', u'Awards': u'Won 1 Primetime Emmy. Another 10 wins & 29 nominations.', u'Runtime': u'60 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTIxNzg1MTk4NF5BMl5BanBnXkFtZTcwNDkyNzM2MQ@@._V1_SX300.jpg', u'imdbVotes': u'4,448', u'imdbID': u'tt0247081'}",4,0,60 min,"Comedy, Drama",,7.3,23 Oct 2000,"The lives of 10 faculty members at a high school in Boston, Mass. weave in and out of dealing with trouble-makers, having a personal life, and keeping sanity.",2000–2004,series,"4,448",,"[high school, vice principal, teenager, singing, school life, race relations, underage sex, teacher student relationship, racist, police, oral sex, manic depression, high school athlete, cheating, bully, gay straight alliance, teacher, student, principal, boston massachusetts, teaching]",2000,0
1859,"{u'imdbID': u'tt0280312', u'Title': u'Scariest Places on Earth', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODc4NDQzNl5BMl5BanBnXkFtZTcwODIxNjMyMQ@@._V1_SX300.jpg', u'Year': u'2000–'}",October 23 - Scariest Places on Earth,1,Scariest Places on Earth,tt0280312,"{u'totalSeasons': u'3', u'Plot': u'Host Linda Blair and narrator Zelda Rubinstien explore some of the most reputedly haunted locations in the world, providing history, live camera investigation, and interviews with individuals who have experienced phenomena.', u'Rated': u'TV-PG', u'Response': u'True', u'Language': u'English', u'Title': u'Scariest Places on Earth', u'Country': u'USA', u'Writer': u'N/A', u'Metascore': u'N/A', u'imdbRating': u'7.4', u'Director': u'N/A', u'Released': u'23 Oct 2000', u'Actors': u'Linda Blair, Zelda Rubinstein', u'Year': u'2000–', u'Genre': u'Horror, Mystery, Reality-TV', u'Awards': u'N/A', u'Runtime': u'N/A', u'Type': u'series', u'Poster': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODc4NDQzNl5BMl5BanBnXkFtZTcwODIxNjMyMQ@@._V1_SX300.jpg', u'imdbVotes': u'376', u'imdbID': u'tt0280312'}",3,0,,"Horror, Mystery, Reality-TV",TV-PG,7.4,23 Oct 2000,"Host Linda Blair and narrator Zelda Rubinstien explore some of the most reputedly haunted locations in the world, providing history, live camera investigation, and interviews with individuals who have experienced phenomena.",2000–,series,376,,"[castle, haunted house, ghost, state penitentiary, prison, poltergeist, mummy, monk, monastery, mental hospital, lighthouse, island, gladiator, dowsing rod, cemetery, catacombs, bridge, axe murder, alcatraz, abbey, haunting]",2000,0
1860,"{u'imdbID': u'tt0247113', u'Title': u'The Michael Richards Show', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNDlhNmY4YTQtM2YwZi00OTUxLWFlOTItOTQ2YTM5YWI4NGQwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'Year': u'2000–2001'}",October 24 - The Michael Richards Show,1,The Michael Richards Show,tt0247113,"{u'totalSeasons': u'1', u'Plot': u'The show is about Vic Nardozza (Michael Richards), a lanky and bumbly P.I., working for McKay Investigative Services. Throughout the show, there are misunderstandings, screw-ups, which get in the way of the job, but he always ends up getting it done.', u'Rated': u'N/A', u'Response': u'True', u'Language': u'English', u'Title': u'The Michael Richards Show', u'Country': u'USA', u'Writer': u'Spike Feresten, Gregg Kavet, Michael Richards, Andy Robin', u'Metascore': u'N/A', u'imdbRating': u'5.8', u'Director': u'N/A', u'Released': u'24 Oct 2000', u'Actors': u'Michael Richards, William Devane, Bill Cobbs, Amy Farrington', u'Year': u'2000–2001', u'Genre': u'Comedy', u'Awards': u'N/A', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BNDlhNmY4YTQtM2YwZi00OTUxLWFlOTItOTQ2YTM5YWI4NGQwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg', u'imdbVotes': u'248', u'imdbID': u'tt0247113'}",1,1,30 min,Comedy,,5.8,24 Oct 2000,"The show is about Vic Nardozza (Michael Richards), a lanky and bumbly P.I., working for McKay Investigative Services. Throughout the show, there are misunderstandings, screw-ups, which get in the way of the job, but he always ends up getting it done.",2000–2001,series,248,,"[performer name in title, television flop, short lived, detective, critically bashed]",2000,0
1861,"{u'imdbID': u'tt0235911', u'Title': u'As Told by Ginger', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQwODYxNzUxMl5BMl5BanBnXkFtZTcwMTYwMTEzMQ@@._V1_SX300.jpg', u'Year': u'2000–'}",October 25 - As Told by Ginger,1,As Told by Ginger,tt0235911,"{u'totalSeasons': u'3', u'Plot': u'The TV cartoon follows a preteen girl named Ginger Foutley, along with two friends, as they try to fit in social life as well in school and try to avoid any embarrassments.', u'Rated': u'TV-Y7', u'Response': u'True', u'Language': u'English', u'Title': u'As Told by Ginger', u'Country': u'USA', u'Writer': u'Emily Kapnek, Eryk Casemiro, Gabor Csupo, Arlene Klasky', u'Metascore': u'N/A', u'imdbRating': u'7.2', u'Director': u'N/A', u'Released': u'25 Oct 2000', u'Actors': u'Melissa Disney, Jeannie Elias, Tress MacNeille, Aspen Vincent', u'Year': u'2000–', u'Genre': u'Animation, Family', u'Awards': u'Nominated for 3 Primetime Emmys. Another 5 nominations.', u'Runtime': u'30 min', u'Type': u'series', u'Poster': u'http://ia.media-imdb.com/images/M/MV5BMTQwODYxNzUxMl5BMl5BanBnXkFtZTcwMTYwMTEzMQ@@._V1_SX300.jpg', u'imdbVotes': u'3,645', u'imdbID': u'tt0235911'}",3,0,30 min,"Animation, Family",TV-Y7,7.2,25 Oct 2000,"The TV cartoon follows a preteen girl named Ginger Foutley, along with two friends, as they try to fit in social life as well in school and try to avoid any embarrassments.",2000–,series,"3,645",,"[school, friend, pre teen, female protagonist, surrealism, family relationships, girl power, smart, peer pressure, character name in title]",2000,0
